START-OF-LOG: 3.0					
LOCATION: DX
CALLSIGN: PA3GXB						
CLUB: 42						
CONTEST: REF-SSB						
CATEGORY-OPERATOR: SINGLE-OP						
CATEGORY-ASSISTED: NON-ASSIST	ED					
CATEGORY-BAND: ALL						
CATEGORY-MODE: SSB						
CATEGORY-POWER: HIGH						
CATEGORY-STATION: FIXED						
CATEGORY-TRANSMITTER: ONE						
CLAIMED-SCORE: 7168						
OPERATORS: PA3GXB						
NAME: Hans						
CREATED-BY: N1MM Logger+ 1.0.	7535.0					
QSO:  7000 PH 2019-02-23 1323	PA3GXB	59	1	F4HIK	59	86
QSO:  7000 PH 2019-02-23 1326	PA3GXB	59	2	F8KOU/P	59	23
QSO:  7000 PH 2019-02-23 1331	PA3GXB	59	3	F6PE	59	49
QSO:  7000 PH 2019-02-23 1333	PA3GXB	59	4	F8KIS	59	17
QSO:  7000 PH 2019-02-23 1336	PA3GXB	59	5	F4FSY	59	69
QSO:  7000 PH 2019-02-23 1348	PA3GXB	59	6	F1GFA	59	46
QSO:  7000 PH 2019-02-23 1357	PA3GXB	59	7	F4KKV	59	27
QSO:  7000 PH 2019-02-23 1400	PA3GXB	59	8	TM16WAP	59	42
QSO:  7000 PH 2019-02-23 1401	PA3GXB	59	9	TM3G	59	3
QSO:  7000 PH 2019-02-23 1405	PA3GXB	59	10	F/PB8DX	59	33
QSO:  7000 PH 2019-02-23 1414	PA3GXB	59	11	F1PYU	59	69
QSO:  7000 PH 2019-02-23 1420	PA3GXB	59	12	F6BIL	59	74
QSO:  7000 PH 2019-02-23 1422	PA3GXB	59	13	F6AWU	59	44
QSO:  7000 PH 2019-02-23 1425	PA3GXB	59	14	TM4P	59	47
QSO:  7000 PH 2019-02-23 1428	PA3GXB	59	15	F6GOE	59	19
QSO:  7000 PH 2019-02-23 1435	PA3GXB	59	16	F6REF	59	0
QSO:  7000 PH 2019-02-23 1449	PA3GXB	59	17	F8KCF	59	74
QSO:  7000 PH 2019-02-23 1453	PA3GXB	59	18	F5MDB	59	70
QSO:  7000 PH 2019-02-23 1500	PA3GXB	59	19	F4KJQ	59	6
QSO:  7000 PH 2019-02-23 1501	PA3GXB	59	20	F5KJJ	59	37
QSO:  7000 PH 2019-02-23 1507	PA3GXB	59	21	F5BLC	59	12
QSO:  7000 PH 2019-02-23 1508	PA3GXB	59	22	F5USK	59	55
QSO:  7000 PH 2019-02-23 1512	PA3GXB	59	23	F4EIH	59	87
QSO:  7000 PH 2019-02-23 1513	PA3GXB	59	24	F6CKD	59	44
QSO:  7000 PH 2019-02-23 1515	PA3GXB	59	25	F5MUX	59	29
QSO:  7000 PH 2019-02-23 1516	PA3GXB	59	26	F4HWJ	59	49
QSO:  7000 PH 2019-02-23 1518	PA3GXB	59	27	F1MGE	59	13
QSO:  7000 PH 2019-02-23 1522	PA3GXB	59	28	F4ICE	59	7
QSO:  7000 PH 2019-02-23 1708	PA3GXB	59	29	F5MSB	59	32
QSO:  7000 PH 2019-02-23 1709	PA3GXB	59	30	F4GQQ	59	29
QSO:  7000 PH 2019-02-23 1711	PA3GXB	59	31	F6KNB	59	33
QSO:  7000 PH 2019-02-23 1714	PA3GXB	59	32	F6KPQ	59	56
QSO:  7000 PH 2019-02-23 1715	PA3GXB	59	33	F4KKZ	59	12
QSO:  7000 PH 2019-02-23 1717	PA3GXB	59	34	TM5Q	59	44
QSO:  7000 PH 2019-02-23 1720	PA3GXB	59	35	F6BYJ	59	16
QSO:  7000 PH 2019-02-23 1722	PA3GXB	59	36	F4DXP	59	29
QSO:  7000 PH 2019-02-23 1726	PA3GXB	59	37	F4FFX	59	26
QSO:  7000 PH 2019-02-23 1728	PA3GXB	59	38	F1RYW	59	32
QSO:  7000 PH 2019-02-23 1731	PA3GXB	59	39	F4IAY	59	81
QSO:  7000 PH 2019-02-23 1736	PA3GXB	59	40	F6KKH	59	11
QSO:  7000 PH 2019-02-23 1739	PA3GXB	59	41	F5KDK/P	59	81
