START-OF-LOG: 3.0 ARRL SECTION: DX
CONTEST: CQ-WPX-CW
CALLSIGN: PA0RBO
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: QRP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CLAIMED-SCORE: 24840
OPERATORS: PA0RBO
CLUB:
NAME: ROBERT BOERHORST
SOAPBOX: I HEREBY DECLARE THAT MY OUTPUT POWER          FOR ALL CLAIMED CONTACTS WAS 5 WATTS.
SOAPBOX: RIG: ELECRAFT K3/10, OUTPUT 5 W.
SOAPBOX: ANTENNAS: 10/15/20M: 2-EL. CUBICAL QUAD                    40M: HORIZONTAL SQUARE WIRE LOOP
QSO: 28000 CW 2012-05-26 0713 PA0RBO        599 001    LZ7S          599 044    0
QSO: 28000 CW 2012-05-26 0714 PA0RBO        599 002    9A3VM         599 080    0
QSO: 28000 CW 2012-05-26 0715 PA0RBO        599 003    LZ9W          599 076    0
QSO: 28000 CW 2012-05-26 0754 PA0RBO        599 004    YT9W          599 055    0
QSO: 28000 CW 2012-05-26 0755 PA0RBO        599 005    ED3T          599 109    0
QSO: 28000 CW 2012-05-26 0757 PA0RBO        599 006    EA5AER        599 219    0
QSO: 28000 CW 2012-05-26 0759 PA0RBO        599 007    EF7R          599 018    0
QSO: 28000 CW 2012-05-26 0801 PA0RBO        599 008    3V8BB         599 600    0
QSO: 21000 CW 2012-05-26 0846 PA0RBO        599 009    YT4B          599 364    0
QSO: 21000 CW 2012-05-26 0849 PA0RBO        599 010    UN9GD         599 849    0
QSO: 21000 CW 2012-05-26 0850 PA0RBO        599 011    EA5FID        599 199    0
QSO: 21000 CW 2012-05-26 0854 PA0RBO        599 012    RU1A          599 1408   0
QSO: 21000 CW 2012-05-26 0855 PA0RBO        599 013    YU5R          599 186    0
QSO: 21000 CW 2012-05-26 0857 PA0RBO        599 014    9A22P         599 1031   0
QSO: 21000 CW 2012-05-26 0903 PA0RBO        599 015    UX2U          599 623    0
QSO: 21000 CW 2012-05-26 0904 PA0RBO        599 016    9A5D          599 342    0
QSO: 21000 CW 2012-05-26 0911 PA0RBO        599 017    YU5A          599 495    0
QSO: 21000 CW 2012-05-26 0913 PA0RBO        599 018    UP6P          599 492    0
QSO: 21000 CW 2012-05-26 0915 PA0RBO        599 019    SF0530COH     599 141    0
QSO: 21000 CW 2012-05-26 0920 PA0RBO        599 020    SE0X          599 585    0
QSO: 28000 CW 2012-05-26 1037 PA0RBO        599 021    IR9Y          599 234    0
QSO: 28000 CW 2012-05-26 1039 PA0RBO        599 022    PD1DX         599 106    0
QSO: 28000 CW 2012-05-26 1042 PA0RBO        599 023    DR1A          599 167    0
QSO: 28000 CW 2012-05-26 1045 PA0RBO        599 024    LY7A          599 139    0
QSO: 28000 CW 2012-05-26 1047 PA0RBO        599 025    SP1AEN        599 243    0
QSO: 28000 CW 2012-05-26 1048 PA0RBO        599 026    9A1A          599 193    0
QSO: 21000 CW 2012-05-26 1055 PA0RBO        599 027    3Z2X          599 515    0
QSO: 21000 CW 2012-05-26 1100 PA0RBO        599 028    CR3L          599 574    0
QSO: 21000 CW 2012-05-26 1101 PA0RBO        599 029    E7DX          599 1267   0
QSO: 21000 CW 2012-05-26 1105 PA0RBO        599 030    UP2L          599 1285   0
QSO: 21000 CW 2012-05-26 1106 PA0RBO        599 031    OH8X          599 711    0
QSO: 21000 CW 2012-05-26 1133 PA0RBO        599 032    WW2DX         599 1168   0
QSO: 21000 CW 2012-05-26 1138 PA0RBO        599 033    WM3T          599 906    0
QSO: 21000 CW 2012-05-26 1140 PA0RBO        599 034    E73W          599 606    0
QSO: 21000 CW 2012-05-26 1143 PA0RBO        599 035    NN3L          599 131    0
QSO: 21000 CW 2012-05-26 1146 PA0RBO        599 036    ED1R          599 548    0
QSO: 21000 CW 2012-05-26 1148 PA0RBO        599 037    RC9O          599 1214   0
QSO: 28000 CW 2012-05-26 1151 PA0RBO        599 038    CR6K          599 973    0
QSO: 28000 CW 2012-05-26 1154 PA0RBO        599 039    OH0X          599 1154   0
